Year,Trifd,Frs_id,Facility,Street_address,City,County,State,Zip,Latitude,Longitude,Company_name,Federal_facility,Industry_sector,Chemical,Carcinogen
2021,28758BRNFRPOBOX,110018548124.0,HAYNES WIRE CO,158 N EGERTON RD,HENDERSONVILLE,HENDERSON,NC,28792,35.37292,-82.48722,HAYNES INTERNATIONAL INC,NO,Primary Metals,Chromium,NO
2021,27835GRDYWGREEN,110000347606.0,GRADY WHITE BOATS INC.,5121 MARTIN LUTHER KING JR HWY,GREENVILLE,PITT,NC,27834,35.649613,-77.34405,NA,NO,Transportation Equipment,Xylene (mixed isomers),NO
2021,2880WDVSTL4MEAD,110004012452.0,DAVE STEEL CO INC,40 MEADOW RD,ASHEVILLE,BUNCOMBE,NC,28803,35.56675,-82.55259,DAVE STEEL CO INC,NO,Fabricated Metals,Nickel,YES
2021,28270QNTMC1337N,110015680949.0,QUANTUM COATINGS INC,1337 WOOD BRANCH DR,CHARLOTTE,MECKLENBURG,NC,28273,35.12449,-80.92538,NA,NO,Chemicals,Diethanolamine,NO
2021,28804RVCSC275AI,110009296699.0,THERMO FISHER SCIENTIFIC,275 AIKEN RD,ASHEVILLE,BUNCOMBE,NC,28804,35.6849,-82.57636,THERMO FISHER SCIENTIFIC INC,NO,Machinery,Zinc (fume or dust),NO
2021,28110MDLVLAIRPO,110000348525.0,CIRCOR PUMPS N.A. LLC,1710 AIRPORT RD,MONROE,UNION,NC,28110,35.02691,-80.61957,CIRCOR INTERNATIONAL INC,NO,Machinery,Lead,YES
2021,28052WXDNCNORTH,110000586544.0,MANN+HUMMEL FILTRATION TECHNOLOGY - ALLEN PLANT,2900 NW BLVD,GASTONIA,GASTON,NC,28052,35.27638,-81.22267,MANN+HUMMEL USA INC,NO,Transportation Equipment,Ethylene glycol,NO
2021,28813SCHWTHWY19,110018786214.0,BORGWARNER TURBO SYSTEMS,1849 BREVARD RD,ARDEN,BUNCOMBE,NC,28704,35.47829,-82.57502,BORGWARNER INC,NO,Machinery,Copper,NO
2021,28752DDGRC100RO,110000351574.0,DODGE INDUSTRIAL,510 ROCKWELL DR,MARION,MCDOWELL,NC,28752,35.645091,-81.986234,RBC BEARINGS INC,NO,Fabricated Metals,Manganese,NO
2021,27406STCKH2408D,110000346607.0,SOLENIS LLC,2401 DOYLE ST,GREENSBORO,GUILFORD,NC,27406,36.0441,-79.78814,PLATINUM EQUITY ADVISORS LLC,NO,Chemicals,Acrylamide,YES
2021,28502DPNTKNCHIG,110043785909.0,DUPONT KINSTON PLANT,4693 HIGHWAY 11 N,GRIFTON,LENOIR,NC,28530,35.3306,-77.4772,DUPONT DE NEMOURS INC,NO,Chemicals,n-Butyl alcohol,NO
2021,27027NFNCXCARDW,110056322304.0,STURM RUGER & CO INC,271 CARDWELL RD,MAYODAN,ROCKINGHAM,NC,27027,36.4031,-79.95643,STURM RUGER & CO INC,NO,Fabricated Metals,Copper,NO
2021,28638CHMCLPOBOX,110000350913.0,RPM WOOD FINISHES GROUP INC,3194 HICKORY BLVD,HUDSON,CALDWELL,NC,28638,35.84148,-81.46758,RPM INTERNATIONAL INC,NO,Chemicals,Toluene,NO
2021,28352MRPHY19600,110001499183.0,MURPHY-BROWN LLC LAURINBURG FEED MILL,19600 ANDREW JACKSON HWY BUSINESS 74 E,LAURINBURG,SCOTLAND,NC,28352,34.761382,-79.417153,MURPHY BROWN LLC,NO,Food,Manganese  And Manganese Compounds,NO
2021,27407BRLNG6008H,110012656697.0,ALBERDINGK BOLEY INC,6008 WEST GATE CITY BOULEVARD,GREENSBORO,GUILFORD,NC,27407,36.00477,-79.90461,NA,NO,Chemicals,Acrylic acid,NO
2021,27806TXSGLHIGHW,110000586376.0,PCS PHOSPHATE CO INC,1530 NC HWY 306 S,AURORA,BEAUFORT,NC,27806,35.37745,-76.778816,POTASH HOLDING CO INC,NO,Chemicals,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO
2021,27052DKNRGPINEH,110000604141.0,DUKE ENERGY CAROLINAS LLC - BELEWS CREEK STEAM STATION,3195 PINE HALL RD,WALNUT COVE,STOKES,NC,27052,36.281338,-80.059438,DUKE ENERGY CORP,NO,Electric Utilities,Beryllium compounds,YES
2021,27052DKNRGPINEH,110000604141.0,DUKE ENERGY CAROLINAS LLC - BELEWS CREEK STEAM STATION,3195 PINE HALL RD,WALNUT COVE,STOKES,NC,27052,36.281338,-80.059438,DUKE ENERGY CORP,NO,Electric Utilities,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO
2021,2869WJSTRT186RI,110070551070.0,U.S. CHEMICAL STORAGE LLC,1806 RIVER ST,WILKESBORO,WILKES,NC,28697,36.137753,-81.19141,JUSTRITE SAFETY GROUP,NO,Fabricated Metals,Styrene,YES
2021,27709SCMMT2601W,110000347401.0,SCM METAL PRODUCTS INC,2601 WECK DR,RESEARCH TRIANGLE PARK,DURHAM,NC,27709,35.93214,-78.84981,NA,NO,Primary Metals,Copper  And Copper Compounds,NO
2021,27565LMYNC1501W,110000347027.0,REVLON CONSUMER PRODUCTS CORP,1501 WILLIAMSBORO ST,OXFORD,GRANVILLE,NC,27565,36.3164,-78.5559,REVLON CONSUMER PRODUCTS CORP,NO,Chemicals,p-Phenylenediamine,NO
2021,27021CRSTB3BIGA,110031002313.0,CRES TOBACCO CO INC,3000 BIG OAKS DR,KING,FORSYTH,NC,27021,36.254972,-80.375833,PYXUS INTERNATIONAL INC,NO,Tobacco,Ammonia,NO
2021,28658NCLLY1401B,110000351191.0,HUNTINGTON ALLOYS CORP SPECIAL METALS WELDING PRODUCTS,1401 BURRIS RD,NEWTON,CATAWBA,NC,28658,35.68105,-81.1962,BERKSHIRE HATHAWAY INC,NO,Primary Metals,Nickel,YES
2021,28655MLDDP213RE,110000351119.0,MOLDED FIBER GLASS NORTH CAROLINA,213 REEP DR,MORGANTON,BURKE,NC,28655,35.72082,-81.75862,MOLDED FIBER GLASS CO,NO,Plastics and Rubber,Styrene,YES
2021,28502DPNTKNCHIG,110043785909.0,DUPONT KINSTON PLANT,4693 HIGHWAY 11 N,GRIFTON,LENOIR,NC,28530,35.3306,-77.4772,DUPONT DE NEMOURS INC,NO,Chemicals,Acrolein,NO
2021,27806TXSGLHIGHW,110000586376.0,PCS PHOSPHATE CO INC,1530 NC HWY 306 S,AURORA,BEAUFORT,NC,27806,35.37745,-76.778816,POTASH HOLDING CO INC,NO,Chemicals,Methyl isobutyl ketone,YES
2021,27406VNKST241DY,110067042122.0,EVONIK SUPERABSORBER LLC,2401 DOYLE ST,GREENSBORO,GUILFORD,NC,27406,36.0441,-79.78814,EVONIK CORP,NO,Chemicals,Maleic anhydride,NO
2021,28456FDRLPRIEGE,110009719304.0,INTERNATIONAL PAPER RIEGELWOOD MILL,865 JOHN L.RIEGEL RD,RIEGELWOOD,COLUMBUS,NC,28456,34.3522,-78.2125,INTERNATIONAL PAPER CO,NO,Paper,"Benzo[g,h,i]perylene",NO
2021,2791WNVVPL142NC,110071286085.0,ENVIVA PELLETS LLC - AHOSKIE FACILITY,142 NC HIGHWAY 561 E,AHOSKIE,HERTFORD,NC,27910,36.269338,-76.964464,ENVIVA LP,NO,Wood Products,Methanol,NO
2021,28139RVSBRRAILR,110000586624.0,TRELLEBORG COATED SYSTEMS US INC,715 RAILROAD AVE & HWY 74,RUTHERFORDTON,RUTHERFORD,NC,28139,35.37798,-81.94629,TRELLEBORG INDUSTRIES,NO,Textiles,Antimony compounds,NO
2021,28159FNTXNI85AN,110000349114.0,INNOSPEC ACTIVE CHEMICALS,500 HINKLE LANE,SALISBURY,ROWAN,NC,28144,35.7037,-80.41267,INNOSPEC INC,NO,Chemicals,Diethanolamine,NO
2021,2757WRGSRD52WMA,110060257993.0,ARGOS READY MIX SMITHFIELD CONCRETE PLANT,502 W. MARKET STREET,SMITHFIELD,JOHNSTON,NC,27577,35.517416,-78.35465,ARGOS USA CORP,NO,Nonmetallic Mineral Product,Lead,YES
2021,27886RSYST3301N,110001503748.0,JOHNSON CONTROLS INC,3301 N MAIN ST,TARBORO,EDGECOMBE,NC,27886,35.927533,-77.566283,JOHNSON CONTROLS INC,NO,Fabricated Metals,Certain glycol ethers,NO
2021,27330SMNSN5000W,110067041542.0,CATERPILLAR INC,5000 WOMACK RD,SANFORD,LEE,NC,27330,35.54703,-79.1716,CATERPILLAR INC,NO,Machinery,Ethylene glycol,NO
2021,27909CHSPKKNOBB,110000347893.0,UFP ELIZABETH CITY LLC,141 KNOBBS CREEK DR,ELIZABETH CITY,PASQUOTANK,NC,27909,36.317946,-76.215104,UFP INDUSTRIES INC,NO,Wood Products,Copper compounds,NO
2021,2842WSWSPP15LAN,110006175977.0,S&W SUPPLY PLANT,150 LANDFILL ROAD,BOLIVIA,BRUNSWICK,NC,28422,34.04252,-78.25323,TITAN AMERICA LLC,NO,Nonmetallic Mineral Product,Lead,YES
2021,27403MRFLX2110H,110000346527.0,VERTELLUS GREENSBORO LLC,2110 W GATE CITY BLVD,GREENSBORO,GUILFORD,NC,27403,36.05963,-79.82714,V GLOBAL HOLDINGS LLC,NO,Chemicals,Diisocyanates,NO
2021,28052FRSTN37SDA,110069533464.0,FIRESTONE FIBERS & TEXTILES CO,317 S DALTON ST,GASTONIA,GASTON,NC,28052,35.25885,-81.1989,BRIDGESTONE AMERICAS INC,NO,Textile Product,Ammonia,NO
2021,28392CRLNFHWY87,110007377338.0,SMITHFIELD-TAR HEEL,15855 HWY 87 WEST,TAR HEEL,BLADEN,NC,28392,34.7465,-78.8061,UNITED GLOBAL FOODS US HOLDINGS INC,NO,Food,Chlorine dioxide,NO
2021,27204PGHLC701MC,110000345555.0,PUGH LUBRICANTS - ASHEBORO,701 MCDOWELL RD,ASHEBORO,RANDOLPH,NC,27205,35.66982,-79.82894,CADENCE PETROLEUM GROUP,NO,Petroleum Bulk Terminals,Zinc compounds,NO
2021,28677STHRNHWY70,110000351342.0,SOUTHERN STATES COOP INC,2582 SALISBURY HWY,STATESVILLE,IREDELL,NC,28677,35.757032,-80.796343,SOUTHERN STATES COOP INC,NO,Chemicals,Ammonia,NO
2021,28145SNHRBNLONG,110009715380.0,MERIDIAN BRICK- SALISBURY PLANT,700 S LONG ST,EAST SPENCER,ROWAN,NC,28039,35.67901,-80.4425,GENERAL SHALE BRICK INC,NO,Nonmetallic Mineral Product,Lead,YES
2021,28027LDCST495ST,110009716423.0,OLDCASTLE PRECAST INC,4905 STOUGH RD,CONCORD,CABARRUS,NC,28025,35.34809,-80.61212,CRH AMERICAS INC,NO,Nonmetallic Mineral Product,Lead compounds,NO
2021,28456NTRNT361FE,110000861620.0,WEST FRASER ARMOUR LUMBER MILL,361 FEDERAL RD,RIEGELWOOD,COLUMBUS,NC,28456,34.339129,-78.241186,WEST FRASER TIMBER CO LTD,NO,Wood Products,Methanol,NO
2021,28803NSNNG41SWE,110004021594.0,UNISON ENGINE COMPONENTS,401 SWEETEN CREEK INDUSTRIAL PARK,ASHEVILLE,BUNCOMBE,NC,28803,35.54868,-82.5188,GENERAL ELECTRIC CO (GE CO),NO,Transportation Equipment,Nickel,YES
2021,2811WPRTPS41VAN,110064433377.0,PRO-TOPS INC.,4001 VAN DYKE CT,MONROE,UNION,NC,28110,35.06697,-80.63452,NA,NO,Nonmetallic Mineral Product,Methyl methacrylate,NO
2021,27870MLLCNWEST1,110009719144.0,CULPEPER OF ROANOKE RAPIDS LLC,2262 W 10TH ST,ROANOKE RAPIDS,HALIFAX,NC,27870,36.4634,-77.6892,JEFFERSON HOMEBUILDERS INC,NO,Wood Products,Copper compounds,NO
2021,27343RXBRS1700D,110000346386.0,DUKE ENERGY PROGRESS LLC - ROXBORO STEAM ELECTRIC PLANT,1700 DUNNAWAY RD,SEMORA,PERSON,NC,27343,36.4833,-79.0731,DUKE ENERGY CORP,NO,Electric Utilities,Ammonia,NO
2021,27263THMSB715WF,110000345939.0,THOMAS BUILT BUSES INC,715 W FAIRFIELD RD,HIGH POINT,GUILFORD,NC,27263,35.92156,-79.99726,DAIMLER TRUCKS NORTH AMERICA LLC,NO,Transportation Equipment,Xylene (mixed isomers),NO
2021,27343RXBRS1700D,110000346386.0,DUKE ENERGY PROGRESS LLC - ROXBORO STEAM ELECTRIC PLANT,1700 DUNNAWAY RD,SEMORA,PERSON,NC,27343,36.4833,-79.0731,DUKE ENERGY CORP,NO,Electric Utilities,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO
2021,2814WKZNBL485CE,110000348936.0,NOURYON SURFACE CHEMISTRY LLC,485 CEDAR SPRINGS RD,SALISBURY,ROWAN,NC,28147,35.62962,-80.53595,NOURYON CHEMICALS LLC,NO,Chemicals,Allyl chloride,NO
2021,27712WNRTH4112L,110006625651.0,AISIN NORTH CAROLINA CORP,4112 OLD OXFORD HWY,DURHAM,DURHAM,NC,27712,36.08981,-78.84198,AISIN HOLDINGS OF AMERICA INC,NO,Transportation Equipment,Nickel,YES
2021,27012HYWRD1HAYW,110009856290.0,HAYWARD INDUSTRIES,1 HAYWARD INDUSTRIAL DR,CLEMMONS,FORSYTH,NC,27012,36.00754,-80.3808,HAYWARD INDUSTRIES,NO,Plastics and Rubber,Diisocyanates,NO
2021,27962WYRHSTROWB,110013794000.0,DOMTAR PAPER CO LLC-PLYMOUTH MILL,TROWBRIDGE RD,PLYMOUTH,MARTIN,NC,27962,35.861716,-76.779683,DOMTAR CORP,NO,Paper,Phenol,NO
2021,27302GCXXX6801I,110000346144.0,INDUSTRIAL CONNECTIONS & SOLUTIONS LLC,6801 INDUSTRIAL DR,MEBANE,ORANGE,NC,27302,36.07902,-79.23383,ABB INC,NO,Electrical Equipment,Cyanide compounds,NO
2021,27962WYRHSTROWB,110013794000.0,DOMTAR PAPER CO LLC-PLYMOUTH MILL,TROWBRIDGE RD,PLYMOUTH,MARTIN,NC,27962,35.861716,-76.779683,DOMTAR CORP,NO,Paper,Acetaldehyde,YES
2021,27840PNCPR131PE,110025331264.0,PENCO PRODUCTS INC,1301 PENCO DR,HAMILTON,MARTIN,NC,27840,35.94318,-77.23498,IMC,NO,Furniture,Nickel,YES
2021,28516HSFSL2660H,110008055834.0,HOUSE OF SILK FLOWERS INC,2660 HWY 101 W,BEAUFORT,CARTERET,NC,28516,34.81833,-76.68389,NA,NO,Miscellaneous Manufacturing,Diisocyanates,NO
2021,27525NVBCHSTATE,110000346849.0,NOVOZYMES NA INC,77 PERRY CHAPEL CHURCH RD,FRANKLINTON,FRANKLIN,NC,27525,36.098611,-78.410556,NOVOZYMES US INC,NO,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO
2021,28086FRSTN100FI,110001494874.0,FIRESTONE FIBERS & TEXTILES CO,100 FIRESTONE LN,KINGS MOUNTAIN,GASTON,NC,28086,35.23088,-81.31827,BRIDGESTONE AMERICAS INC,NO,Textiles,Formaldehyde,YES
2021,2803WRGSRD4451H,110060259223.0,ARGOS READY MIX DENVER CONCRETE PLANT,4451 HWY 16 N.,DENVER,LINCOLN,NC,28037,35.54305,-81.04781,ARGOS USA CORP,NO,Nonmetallic Mineral Product,Lead,YES
2021,27360STHRN3440D,110000346439.0,SOUTHERN RESIN,3440 DENTON RD,THOMASVILLE,DAVIDSON,NC,27360,35.825849,-80.097031,NA,NO,Chemicals,Formaldehyde,YES
2021,28675PNRCLECLIP,110000587044.0,AMANO PIONEER ECLIPSE CORP,1 ECLIPSE RD,SPARTA,ALLEGHANY,NC,28675,36.52273,-81.06309,AMANO USA HOLDINGS INC,NO,Chemicals,Certain glycol ethers,NO
2021,27820GRGPCAMPAC,110000347544.0,GEORGIA-PACIFIC CHEMICALS LLC,200 AMPAC RD,CONWAY,NORTHAMPTON,NC,27820,36.429167,-77.223611,KOCH INDUSTRIES INC,NO,Chemicals,n-Butyl alcohol,NO
2021,275593MCPT4191H,110056955022.0,3M CO-PITTSBORO,4191 HWY 87 S,MONCURE,CHATHAM,NC,27559,35.660933,-79.167316,3M CO,NO,Nonmetallic Mineral Product,Manganese compounds,NO
2021,28052FRGHT1400T,110000348124.0,DAIMLER TRUCKS NA LLC,1400 TULIP DR,GASTONIA,GASTON,NC,28052,35.28778,-81.20262,DAIMLER TRUCKS NORTH AMERICA LLC,NO,Transportation Equipment,Aluminum (fume or dust),NO
2021,27260THLLL1717E,110000345760.0,AXALTA COATING SYSTEMS USA LLC - HIGH POINT,1717 WEST ENGLISH RD,HIGH POINT,GUILFORD,NC,27262,35.945162,-80.022598,AXALTA COATING SYSTEMS LLC,NO,Chemicals,Certain glycol ethers,NO
2021,28533SDDSMNCHWY,110000604301.0,U.S. MARINE CORPS CHERRY POINT AIR STATION,NC HWY 101 AT US 70 W,CHERRY POINT,CRAVEN,NC,285330006,34.905641,-76.893355,US DEPARTMENT OF DEFENSE,YES,Other,Naphthalene,YES
2021,27893FRSTNFIRES,110000745196.0,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,3001 FIRESTONE PKWY,WILSON,WILSON,NC,27893,35.75598,-77.86917,BRIDGESTONE AMERICAS INC,NO,Plastics and Rubber,"Benzo[g,h,i]perylene",NO
2021,28164DSMDS111HW,110057518066.0,SAMOS POLYMERS CORP,1101 HWY 27 S,STANLEY,GASTON,NC,28164,35.373426,-81.099156,NA,NO,Chemicals,Toluene diisocyanate (mixed isomers),YES
2021,28392CRLNFHWY87,110007377338.0,SMITHFIELD-TAR HEEL,15855 HWY 87 WEST,TAR HEEL,BLADEN,NC,28392,34.7465,-78.8061,UNITED GLOBAL FOODS US HOLDINGS INC,NO,Food,Ammonia,NO
2021,28716CHMPNMAINS,110009846480.0,BLUE RIDGE PAPER PRODUCTS LLC,175 MAIN ST,CANTON,HAYWOOD,NC,28716,35.5349,-82.8421,EVERGREEN PACKAGING GROUP,NO,Paper,Manganese compounds,NO
2021,28655MLDDP213RE,110000351119.0,MOLDED FIBER GLASS NORTH CAROLINA,213 REEP DR,MORGANTON,BURKE,NC,28655,35.72082,-81.75862,MOLDED FIBER GLASS CO,NO,Plastics and Rubber,Zinc compounds,NO
2021,28456HXNCM333NE,110000350352.0,BAKELITE SYNTHETICS,333 NEILS EDDY RD,RIEGELWOOD,COLUMBUS,NC,28456,34.32599,-78.19946,BAKELITE LLC,NO,Chemicals,Ammonia,NO
2021,27209FNDRY530EM,110000345573.0,GREDE BISCOE,530 E MAIN,BISCOE,MONTGOMERY,NC,27209,35.3607,-79.7686,GREDE HOLDINGS LLC,NO,Primary Metals,Copper,NO
2021,28456FDRLPRIEGE,110009719304.0,INTERNATIONAL PAPER RIEGELWOOD MILL,865 JOHN L.RIEGEL RD,RIEGELWOOD,COLUMBUS,NC,28456,34.3522,-78.2125,INTERNATIONAL PAPER CO,NO,Paper,Acetaldehyde,YES
2021,2811WCRDNL342MR,110001502311.0,CARDINAL FG FLAT GLASS PLANT,342 MOORESVILLE BLVD,MOORESVILLE,IREDELL,NC,28115,35.63526,-80.786231,CARDINAL GLASS INDUSTRIES,NO,Nonmetallic Mineral Product,Lead  And Lead Compounds,NO
2021,27962WYRHSTROWB,110013794000.0,DOMTAR PAPER CO LLC-PLYMOUTH MILL,TROWBRIDGE RD,PLYMOUTH,MARTIN,NC,27962,35.861716,-76.779683,DOMTAR CORP,NO,Paper,Ammonia,NO
2021,28461CGNTR1281C,110043787783.0,CPI USA NORTH CAROLINA LLC,1281 POWERHOUSE DR,SOUTHPORT,BRUNSWICK,NC,28461,33.94303,-78.009397,CAPITAL POWER INC,NO,Electric Utilities,Zinc compounds,NO
2021,28636MRCNRINTER,110007663876.0,AMERICAN ROLLER BEARING & MANUFACTURING INC,1095 MCCLAIN RD,HIDDENITE,ALEXANDER,NC,28636,35.88375,-81.09311,AMERICAN ROLLER BEARING CO,NO,Fabricated Metals,Copper,NO
2021,28560WYRHSSTREE,110000350478.0,INTERNATIONAL PAPER- NEW BERN MILL,1785 WEYERHAEUSER RD,VANCEBORO,CRAVEN,NC,28586,35.212247,-77.114823,INTERNATIONAL PAPER CO,NO,Paper,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO
2021,27886LCTLT2801A,110000347697.0,"LS CABLE & SYSTEM U.S.A., INC.",2901 ANACONDA RD,TARBORO,EDGECOMBE,NC,27886,35.91085,-77.5804,SUPERIOR ESSEX INC,NO,Primary Metals,Lead  And Lead Compounds,NO
2021,27377NGNRD1239R,110000346466.0,ENGINEERED CONTROLS INTERNATIONAL,1239 ROCK CREEK DAIRY RD,WHITSETT,GUILFORD,NC,27377,36.0525,-79.59969,ENGINEERED CONTROLS INTERNATIONAL,NO,Fabricated Metals,Copper,NO
2021,27306HMNTS149HO,110022561379.0,UNILIN US MDF,149 HOMANIT USA RD,MOUNT GILEAD,MONTGOMERY,NC,27306,35.251428,-79.974688,MOHAWK INDUSTRIES INC,NO,Wood Products,Methanol,NO
2021,27407BRLNG6008H,110012656697.0,ALBERDINGK BOLEY INC,6008 WEST GATE CITY BOULEVARD,GREENSBORO,GUILFORD,NC,27407,36.00477,-79.90461,NA,NO,Chemicals,Styrene,YES
2021,27343RXBRS1700D,110000346386.0,DUKE ENERGY PROGRESS LLC - ROXBORO STEAM ELECTRIC PLANT,1700 DUNNAWAY RD,SEMORA,PERSON,NC,27343,36.4833,-79.0731,DUKE ENERGY CORP,NO,Electric Utilities,Zinc compounds,NO
2021,27343RXBRS1700D,110000346386.0,DUKE ENERGY PROGRESS LLC - ROXBORO STEAM ELECTRIC PLANT,1700 DUNNAWAY RD,SEMORA,PERSON,NC,27343,36.4833,-79.0731,DUKE ENERGY CORP,NO,Electric Utilities,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO
2021,2720WCRLND116IN,110071151069.0,SAPUTO CHEESE USA INC,116 INDUSTRIAL DR,BISCOE,MONTGOMERY,NC,27209,35.3623,-79.80204,SAPUTO CHEESE USA INC,NO,Food,Nitric acid,NO
2021,2833WLDCST192GA,110038457675.0,ADAMS AN OLDCASTLE CO-DUNN,192 GATEWAY DR,DUNN,HARNETT,NC,28334,35.26943,-78.63434,CRH AMERICAS INC,NO,Nonmetallic Mineral Product,Lead,YES
2021,27565LMYNC1501W,110000347027.0,REVLON CONSUMER PRODUCTS CORP,1501 WILLIAMSBORO ST,OXFORD,GRANVILLE,NC,27565,36.3164,-78.5559,REVLON CONSUMER PRODUCTS CORP,NO,Chemicals,Certain glycol ethers,NO
2021,2814WKZNBL485CE,110000348936.0,NOURYON SURFACE CHEMISTRY LLC,485 CEDAR SPRINGS RD,SALISBURY,ROWAN,NC,28147,35.62962,-80.53595,NOURYON CHEMICALS LLC,NO,Chemicals,Cyclohexane,NO
2021,27520CTRPL954NC,110018692468.0,CATERPILLAR INC CLAYTON NC,954 NC HWY 42 E,CLAYTON,JOHNSTON,NC,27527,35.643462,-78.426869,CATERPILLAR INC,NO,Machinery,Ethylene glycol,NO
2021,28328CMPBL224FA,110000349837.0,CAMPBELL OIL & GAS CO.,224 FAISON HWY,CLINTON,SAMPSON,NC,28328,35.00735,-78.30882,CAMPBELL OIL & GAS CO,NO,Petroleum Bulk Terminals,Toluene,NO
2021,28302BRDNN1411I,110009846471.0,HEXION INC-FAYETTEVILLE FACILITY,1411 INDUSTRIAL DR,FAYETTEVILLE,CUMBERLAND,NC,28301,35.0299,-78.86319,HEXION HOLDINGS CORP,NO,Chemicals,Ammonia,NO
2021,2753WSWGLD624PW,110028716940.0,S&W GOLDSBORO PLANT,624 POWELL ROAD,GOLDSBORO,WAYNE,NC,27530,35.35166,-77.9017,TITAN AMERICA LLC,NO,Nonmetallic Mineral Product,Lead,YES
2021,2783WMTLLX2INDU,110031364592.0,METALLIX REFINING INC. LAB,200 INDUSTRIAL BLVD.,GREENVILLE,PITT,NC,27834,35.64526,-77.36464,METALLIX REFINING INC,NO,Primary Metals,Lead compounds,NO
2021,27536STRNMUS1SO,110010448836.0,EASTERN MINERALS INC,170 EASTERN MINERALS RD,HENDERSON,VANCE,NC,27537,36.27084,-78.40468,NA,NO,Food,Copper  And Copper Compounds,NO
2021,27317THTMK3500T,110000346199.0,TIMKEN CO ASHEBORO BEARING PLANT,3500 TIMKEN PL,RANDLEMAN,RANDOLPH,NC,27317,35.79806,-79.81859,THE TIMKEN CO,NO,Fabricated Metals,Nickel,YES
2021,27042HLSTDHWY31,110009844865.0,WIELAND COPPER PRODUCTS LLC,3990 US 311 HWY N,PINE HALL,STOKES,NC,27042,36.342778,-80.044166,WIELAND HOLDINGS INC,NO,Primary Metals,Cadmium,YES
2021,28302DPNTFHIGHW,110000559609.0,CHEMOURS CO - FAYETTEVILLE WORKS,22828 NC HWY 87 W,FAYETTEVILLE,BLADEN,NC,28306,34.8419,-78.8388,THE CHEMOURS CO,NO,Chemicals,Tetrafluoroethylene,YES
2021,27702STHCH2000E,110000347303.0,BRENNTAG MID-SOUTH,2000 E PETTIGREW ST,DURHAM,DURHAM,NC,27703,35.979401,-78.880293,BRENNTAG NORTH AMERICA INC,NO,Chemical Wholesalers,Xylene (mixed isomers),NO
2021,28384SPXVL1491N,110015680958.0,WATTS REGULATOR CO,1491 NC HWY 20 W,SAINT PAULS,ROBESON,NC,28384,34.822033,-79.009316,WATTS REGULATOR CO,NO,Fabricated Metals,Propylene,NO
2021,28349GLFRDROUTE,110000349953.0,LEAR CORP,1754 NC HWY 903,KENANSVILLE,DUPLIN,NC,28349,35.018266,-77.8616,LEAR CORP,NO,Textiles,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO
2021,28302DPNTFHIGHW,110000559609.0,CHEMOURS CO - FAYETTEVILLE WORKS,22828 NC HWY 87 W,FAYETTEVILLE,BLADEN,NC,28306,34.8419,-78.8388,THE CHEMOURS CO,NO,Plastics and Rubber,Nitric acid,NO
2021,27893WLTRK2500A,110004018063.0,KIDDE AEROSPACE & DEFENSE,4200 AIRPORT DR NW,WILSON,WILSON,NC,27896,35.76264,-77.96203,RAYTHEON TECHNOLOGIES CORP,NO,Transportation Equipment,Bromochlorodifluoromethane (Halon 1211),NO
2021,28144NTNLSCEDAR,110056525835.0,HENKEL US OPERATIONS CORP,825 CEDAR SPRINGS RD,SALISBURY,ROWAN,NC,28147,35.63367,-80.53335,HENKEL OF AMERICA INC,NO,Chemicals,Vinyl acetate,YES
2021,2808WGRNHC212CM,110070703698.0,GREENHECK FAN CORP - KINGS MOUNTAIN,212 COMMERCE BLVD,KINGS MOUNTAIN,CLEVELAND,NC,28086,35.24031,-81.41077,GREENHECK FAN CORP,NO,Machinery,Copper,NO
2021,28120RRCHM201WE,110000348703.0,ARROCHEM INC,201 WESTLAND FARM RD,MOUNT HOLLY,GASTON,NC,28120,35.3146,-81.04322,NA,NO,Chemicals,Toluene,NO
2021,28813SCHWTHWY19,110018786214.0,BORGWARNER TURBO SYSTEMS,1849 BREVARD RD,ARDEN,BUNCOMBE,NC,28704,35.47829,-82.57502,BORGWARNER INC,NO,Machinery,Chromium,NO
2021,2840WSNNCH251NR,110071284149.0,SENNECA HOLDINGS (HMF EXPRESS),2501 NORTHCHASE PKWY SE,WILMINGTON,NEW HANOVER,NC,28405,34.304473,-77.868614,SENNECA HOLDINGS,NO,Fabricated Metals,Lead,YES
2021,28540STNDY405WH,110000836230.0,STANADYNE LLC,405 WHITE ST,JACKSONVILLE,ONSLOW,NC,28546,34.75601,-77.38985,STANADYNE,NO,Transportation Equipment,Lead,YES
2021,28502DPNTKNCHIG,110043785909.0,DUPONT KINSTON PLANT,4693 HIGHWAY 11 N,GRIFTON,LENOIR,NC,28530,35.3306,-77.4772,DUPONT DE NEMOURS INC,NO,Chemicals,Biphenyl,NO
